cell,u_anchor,u_long,anchor_mean_pct,long_mean_pct,combo,axis,estimand,cutoff_mm,estimator,nri_events_vs_A1_mcse,nri_nonevents_vs_A1_mcse,nri_vs_A1_mcse,ppv_mcse,prevalence_mcse,sensitivity_mcse,specificity_mcse,nri_events_vs_A1,nri_nonevents_vs_A1,nri_vs_A1,ppv,prevalence,sensitivity,specificity,panel
7,0.125,0.25,10.0,20.0,10/20,SL,T1,7.0,A4,0.0015812313558913,0.0010217573682501,0.001882626017144,0.0019260180083306,0.0015543201407689,0.0016897304288355,0.0015021312748228,0.1154053392113642,-0.0661483860064221,0.049256953204942,0.7900221382410161,0.4083,0.865270634337497,0.8413047152273111,SL sensitivity 7 mm
8,0.125,0.5,10.0,40.0,10/40,SL,T1,7.0,A4,0.0012782021769259,0.0008007518844522,0.0015083117666954,0.0019254701545502,0.0015533796754174,0.0018901418397023,0.0013864225590241,0.0715725806451613,-0.0396103020496224,0.0319622785955388,0.8113554888092239,0.40672,0.8235641227380016,0.8687297734627831,SL sensitivity 7 mm
9,0.25,0.1,20.0,8.0,20/8,SL,T1,7.0,A4,0.0022337054213421,0.0013546764380116,0.0026123912725771,0.0019436531022714,0.0015532353640063,0.0015606669963992,0.0015842314945707,0.282769139933084,-0.1243934492519207,0.1583756906811633,0.769652027530951,0.40648,0.888580003936233,0.8178662892573123,SL sensitivity 7 mm
10,0.25,0.25,20.0,20.0,20/20,SL,T1,7.0,A4,0.0020229719966348,0.0010818547586219,0.0022940848759193,0.0019291761033835,0.0015538757913681,0.0018916499587179,0.0013955191505669,0.211532327321801,-0.07495991222888,0.1365724150929209,0.8096146416843731,0.40755,0.8227456753772543,0.8669085998818465,SL sensitivity 7 mm
11,0.25,0.5,20.0,40.0,20/40,SL,T1,7.0,A4,0.0017217797105259,0.0008507570207348,0.001920498081204,0.0019458829812767,0.0015548951141475,0.0021492285738294,0.0012533027491818,0.1412969116497263,-0.0447589382448537,0.0965379734048726,0.8333242462243062,0.40928,0.74687255668491,0.8964991874322861,SL sensitivity 7 mm
0,0.03,0.1,2.4,8.0,2.4/8,SL,T1,10.0,A1,0.0,0.0,0.0,0.0035926711464213,0.0011093125614541,0.0033856476944765,0.0007898537931513,0.0,0.0,0.0,0.7012506931181073,0.14371,0.7920116902094496,0.9433719884618528,SL sensitivity 10 mm
1,0.03,0.25,2.4,20.0,2.4/20,SL,T1,10.0,A1,0.0,0.0,0.0,0.0035797973976271,0.0011095373432201,0.0033516135314482,0.0007932760492788,0.0,0.0,0.0,0.7008985879332478,0.14378,0.7974683544303798,0.9428534722384434,SL sensitivity 10 mm
2,0.03,0.5,2.4,40.0,2.4/40,SL,T1,10.0,A1,0.0,0.0,0.0,0.0035681778618901,0.001108026371076,0.0033285150141473,0.0007805551158733,0.0,0.0,0.0,0.7083256301226352,0.14331,0.8020375409950457,0.944752477558977,SL sensitivity 10 mm
3,0.06,0.1,4.8,8.0,4.8/8,SL,T1,10.0,A1,0.0,0.0,0.0,0.0036264353965647,0.001108509036499,0.003560018423165,0.0007206797357218,0.0,0.0,0.0,0.7320327165459909,0.14346,0.7611180816952461,0.9533355126438928,SL sensitivity 10 mm
4,0.06,0.25,4.8,20.0,4.8/20,SL,T1,10.0,A1,0.0,0.0,0.0,0.0036536376954711,0.0011045389404633,0.0035791198377029,0.0007262284101601,0.0,0.0,0.0,0.7263751763046544,0.14223,0.7603881037755748,0.9525047506907446,SL sensitivity 10 mm
5,0.06,0.5,4.8,40.0,4.8/40,SL,T1,10.0,A1,0.0,0.0,0.0,0.0036548737470416,0.0011021369238892,0.0035682270555351,0.0007267170444844,0.0,0.0,0.0,0.7257231058318234,0.14149,0.7642942964167079,0.9523942644814852,SL sensitivity 10 mm
6,0.125,0.1,10.0,8.0,10/8,SL,T1,10.0,A1,0.0,0.0,0.0,0.0037761216928869,0.0011040852861079,0.0039290653380682,0.0006162879100815,0.0,0.0,0.0,0.7682819383259912,0.14209,0.6750650995847702,0.9662785140632468,SL sensitivity 10 mm
7,0.125,0.25,10.0,20.0,10/20,SL,T1,10.0,A1,0.0,0.0,0.0,0.0037454787730975,0.0011096336508055,0.0039079006266194,0.0006155439050028,0.0,0.0,0.0,0.7713785697239679,0.14381,0.6742924692302343,0.9664326843340848,SL sensitivity 10 mm
8,0.125,0.5,10.0,40.0,10/40,SL,T1,10.0,A1,0.0,0.0,0.0,0.0037606093684091,0.0011058330936447,0.0039110734906768,0.0006197461877142,0.0,0.0,0.0,0.7679974601158822,0.14263,0.6783986538596368,0.9659073678808447,SL sensitivity 10 mm
9,0.25,0.1,20.0,8.0,20/8,SL,T1,10.0,A1,0.0,0.0,0.0,0.0042513798983104,0.0011016487843228,0.0042051253582532,0.0004970590360961,0.0,0.0,0.0,0.7941404090657822,0.14134,0.5082071600396207,0.9783150490298838,SL sensitivity 10 mm
10,0.25,0.25,20.0,20.0,20/20,SL,T1,10.0,A1,0.0,0.0,0.0,0.0042279361036693,0.001101029870167,0.0042081679061759,0.0004861216113013,0.0,0.0,0.0,0.8006495688206966,0.14115,0.5064824654622742,0.9792746113989638,SL sensitivity 10 mm
11,0.25,0.5,20.0,40.0,20/40,SL,T1,10.0,A1,0.0,0.0,0.0,0.0041208618450966,0.00110876628917,0.0041714297110242,0.0004853142595571,0.0,0.0,0.0,0.8073815243502949,0.14354,0.515117737216107,0.9794035915279172,SL sensitivity 10 mm
0,0.03,0.1,2.4,8.0,2.4/8,SL,T1,10.0,A2,0.0029633691161436,0.0006529416694005,0.0030344504184701,0.0034455229961347,0.0011093125614541,0.0034430565724403,0.0006425856222782,-0.0098114257880453,0.0199231568744233,0.010111731086378,0.7814933259176863,0.14371,0.7822002644214042,0.9632951453362762,SL sensitivity 10 mm
1,0.03,0.25,2.4,20.0,2.4/20,SL,T1,10.0,A2,0.0035809295466013,0.0007054270308447,0.0036497511851589,0.0034601698634929,0.0011095373432201,0.0040107316652316,0.0004698196408539,-0.1606621226874391,0.0378757795893578,-0.1227863430980812,0.8473070516379789,0.14378,0.6368062317429406,0.9807292518278012,SL sensitivity 10 mm
2,0.03,0.5,2.4,40.0,2.4/40,SL,T1,10.0,A2,0.004212618561801,0.0007479747534874,0.0042785069100195,0.0036446154493552,0.001108026371076,0.0041190282973913,0.0002955622235651,-0.3848300886190775,0.0477068717972662,-0.3371232168218113,0.9024905660377358,0.14331,0.4172074523759682,0.9924593493562432,SL sensitivity 10 mm
3,0.06,0.1,4.8,8.0,4.8/8,SL,T1,10.0,A2,0.0029795494715722,0.0006151827149512,0.0030423945875447,0.0034248735936065,0.001108509036499,0.0034994033010069,0.0006163290411137,0.0115014638226683,0.0129941392112452,0.0244956030339135,0.7935280641466208,0.14346,0.7726195455179145,0.966329651855138,SL sensitivity 10 mm
4,0.06,0.25,4.8,20.0,4.8/20,SL,T1,10.0,A2,0.0036060487263949,0.0006527034139632,0.0036646431154662,0.0034862039723003,0.0011045389404633,0.0040736305252259,0.0004494529343289,-0.1421641004007593,0.0298564883360341,-0.1123076120647252,0.8531923151562196,0.14223,0.6182240033748154,0.9823612390267789,SL sensitivity 10 mm
5,0.06,0.5,4.8,40.0,4.8/40,SL,T1,10.0,A2,0.0042571435054546,0.0006917354426728,0.0043129767850852,0.0037535238609261,0.0011021369238892,0.0041074376560484,0.0002824313703884,-0.3705562230546328,0.0407100674424293,-0.3298461556122035,0.903942884958624,0.14149,0.393738073362075,0.9931043319239148,SL sensitivity 10 mm
6,0.125,0.1,10.0,8.0,10/8,SL,T1,10.0,A2,0.0032819401079596,0.000561379835251,0.0033296063118124,0.0034523200561584,0.0011040852861079,0.0036640104249889,0.0005782520645741,0.0683369695263565,0.0041612756582858,0.0724982451846423,0.8063974349186961,0.14209,0.7434020691111267,0.9704397897215326,SL sensitivity 10 mm
7,0.125,0.25,10.0,20.0,10/20,SL,T1,10.0,A2,0.0036638222420837,0.000563753435903,0.0037069409704067,0.0034164839182085,0.0011096336508055,0.0041053696822274,0.0004124885450688,-0.0869897781795424,0.0187808780761279,-0.0682089001034144,0.8696457990115322,0.14381,0.5873026910506919,0.9852135624102129,SL sensitivity 10 mm
8,0.125,0.5,10.0,40.0,10/40,SL,T1,10.0,A2,0.0042344923992136,0.000598238802774,0.0042765424754283,0.0037012704294695,0.0011058330936447,0.0040326184152752,0.0002566606263043,-0.3127673000070111,0.0284124706952657,-0.2843548293117454,0.9145913714486146,0.14263,0.3656313538526257,0.9943198385761106,SL sensitivity 10 mm
9,0.25,0.1,20.0,8.0,20/8,SL,T1,10.0,A2,0.003662170061146,0.0004887145551366,0.0036946354993634,0.0034756569994359,0.0011016487843228,0.0039332906321443,0.0005031524270189,0.168812791849441,-0.0005473644981715,0.1682654273512694,0.8336818261021084,0.14134,0.6770199518890618,0.9777676845317124,SL sensitivity 10 mm
10,0.25,0.25,20.0,20.0,20/20,SL,T1,10.0,A2,0.0038507708211527,0.0004613371080584,0.0038783073426835,0.0035413400649081,0.001101029870167,0.0042042068097742,0.0003658683137246,0.0161530286928799,0.0090935553356232,0.0252465840285031,0.880730659025788,0.14115,0.5226354941551541,0.9883681667345868,SL sensitivity 10 mm
11,0.25,0.5,20.0,40.0,20/40,SL,T1,10.0,A2,0.0041441734451566,0.0004734570356274,0.0041711311545103,0.003705932433397,0.00110876628917,0.003899263156738,0.0002238043446549,-0.1933259021875435,0.0162879760876164,-0.177037926099927,0.9260224538893344,0.14354,0.3217918350285634,0.9956915676155336,SL sensitivity 10 mm
0,0.03,0.1,2.4,8.0,2.4/8,SL,T1,10.0,A3,0.0026691174946116,0.0006980644410954,0.002758891473756,0.0033265491217266,0.0011093125614541,0.0024133268355131,0.0010263801698642,0.1157887412149467,-0.0436300785948685,0.0721586626200782,0.6031158984790347,0.14371,0.9078004314243964,0.8997419098669843,SL sensitivity 10 mm
1,0.03,0.25,2.4,20.0,2.4/20,SL,T1,10.0,A3,0.0022037501761251,0.0005242921983387,0.002265258737542,0.0034293575952379,0.0011095373432201,0.0027768929185164,0.0009337963524272,0.075532062873835,-0.0241176333185396,0.0514144295552954,0.643362378267555,0.14378,0.8730004173042147,0.9187358389199036,SL sensitivity 10 mm
2,0.03,0.5,2.4,40.0,2.4/40,SL,T1,10.0,A3,0.0016770559327086,0.0004146478002532,0.0017275559034914,0.0034995073205838,0.001108026371076,0.0030301608356633,0.0008728762694118,0.0420766171237178,-0.014952900115561,0.0271237170081567,0.6679366131080559,0.14331,0.8441141581187636,0.929799577443416,SL sensitivity 10 mm
3,0.06,0.1,4.8,8.0,4.8/8,SL,T1,10.0,A3,0.0029003489434886,0.0007250364219362,0.0029895989375048,0.0033571174957898,0.001108509036499,0.0024878516502712,0.0009967760497017,0.1403875644779032,-0.0472599061339809,0.0931276583439223,0.6165030031461531,0.14346,0.9015056461731492,0.906075606509912,SL sensitivity 10 mm
4,0.06,0.25,4.8,20.0,4.8/20,SL,T1,10.0,A3,0.0023987374155322,0.0005589646295073,0.0024630027701394,0.0034976554951918,0.0011045389404633,0.0029914792708978,0.0008996271794886,0.0899247697391548,-0.0275598353871084,0.0623649343520464,0.6526009065400389,0.14223,0.8503128735147296,0.9249449153036362,SL sensitivity 10 mm
5,0.06,0.5,4.8,40.0,4.8/40,SL,T1,10.0,A3,0.0019755418569714,0.0004244450093522,0.0020206234668067,0.003564175026735,0.0011021369238892,0.0032089750733958,0.0008311706895433,0.0586613894974909,-0.01571327066662,0.0429481188308709,0.6817330210772834,0.14149,0.8229556859141989,0.9366809938148652,SL sensitivity 10 mm
6,0.125,0.1,10.0,8.0,10/8,SL,T1,10.0,A3,0.0034287281378294,0.0007698658685355,0.0035140959148377,0.0034107567994878,0.0011040852861079,0.002655500846747,0.0009645005447997,0.2119783235977197,-0.0537352402932708,0.1582430833044489,0.62684637191028,0.14209,0.88704342318249,0.912543273769976,SL sensitivity 10 mm
7,0.125,0.25,10.0,20.0,10/20,SL,T1,10.0,A3,0.0029723503410904,0.0005933803595573,0.0030310009569924,0.0035339216205101,0.0011096336508055,0.0031780339161562,0.0008405934330866,0.1493637438286628,-0.0311145890514955,0.1182491547771672,0.6814128746476442,0.14381,0.8236562130588971,0.9353180952825892,SL sensitivity 10 mm
8,0.125,0.5,10.0,40.0,10/40,SL,T1,10.0,A3,0.0023948690103048,0.0004547374571533,0.0024376594781586,0.0036522568678919,0.0011058330936447,0.0035329301957182,0.0007592841814766,0.0898829138329944,-0.0180552153679275,0.0718276984650669,0.7102210123792858,0.14263,0.7682815676926312,0.9478521525129174,SL sensitivity 10 mm
9,0.25,0.1,20.0,8.0,20/8,SL,T1,10.0,A3,0.0040291581445808,0.000823285905076,0.0041124098817529,0.0034657607410629,0.0011016487843228,0.0028755817837121,0.0009452653376821,0.3566577048252441,-0.0620501711969813,0.2946075336282627,0.6296487071185742,0.14134,0.8648648648648649,0.9162648778329024,SL sensitivity 10 mm
10,0.25,0.25,20.0,20.0,20/20,SL,T1,10.0,A3,0.0037411238296323,0.0006487857090529,0.0037969633136118,0.0036691269475191,0.001101029870167,0.0035010242779682,0.0007994426778173,0.2709883103081827,-0.0375618559701927,0.23342645433799,0.6867334167709637,0.14115,0.777470775770457,0.941712755428771,SL sensitivity 10 mm
11,0.25,0.5,20.0,40.0,20/40,SL,T1,10.0,A3,0.0031504339967693,0.0004905357243109,0.0031883945277875,0.0038107947901429,0.00110876628917,0.0038698157643112,0.0006826639293471,0.1720774696948585,-0.0210517712444247,0.1510256984504338,0.7344203707840071,0.14354,0.6871952069109656,0.9583518202834924,SL sensitivity 10 mm
0,0.03,0.1,2.4,8.0,2.4/8,SL,T1,10.0,A4,0.0025765499129829,0.0006467001136857,0.0026564695539631,0.003359228979298,0.0011093125614541,0.0025155476542953,0.0009964407365402,0.1068123303875861,-0.0371953426993191,0.0696169876882669,0.6165338170015751,0.14371,0.8988240205970357,0.9061766457625338,SL sensitivity 10 mm
1,0.03,0.25,2.4,20.0,2.4/20,SL,T1,10.0,A4,0.0020957958164888,0.0004835590011929,0.0021508578316678,0.0034484373552965,0.0011095373432201,0.0028479958860345,0.0009142393067654,0.0677423841980804,-0.0204386723038471,0.0473037118942332,0.6518891159670911,0.14378,0.8652107386284601,0.9224147999345964,SL sensitivity 10 mm
2,0.03,0.5,2.4,40.0,2.4/40,SL,T1,10.0,A4,0.0015977272568316,0.0003811827833782,0.0016425689335813,0.0035072364938161,0.001108026371076,0.003061877207212,0.0008592477261277,0.0380294466541064,-0.0126066605189741,0.0254227861351322,0.6743782209276271,0.14331,0.8400669876491522,0.9321458170400028,SL sensitivity 10 mm
3,0.06,0.1,4.8,8.0,4.8/8,SL,T1,10.0,A4,0.0027923670362221,0.0006653187739903,0.00287053352811,0.0033952374912241,0.001108509036499,0.0026180665923254,0.0009586546077988,0.1283284539244388,-0.0394727625096317,0.088855691414807,0.6336279670275102,0.14346,0.8894465356196849,0.9138627501342612,SL sensitivity 10 mm
4,0.06,0.25,4.8,20.0,4.8/20,SL,T1,10.0,A4,0.0022867667367462,0.000510832006047,0.002343128559574,0.0035185791550442,0.0011045389404633,0.0030637509839245,0.0008734919452219,0.0809252618997398,-0.0229082388052741,0.0580170230944657,0.6645931685642877,0.14223,0.8413133656753147,0.9295965118854704,SL sensitivity 10 mm
5,0.06,0.5,4.8,40.0,4.8/40,SL,T1,10.0,A4,0.0018788054125649,0.0003894796444265,0.0019187506799233,0.0035737669962503,0.0011021369238892,0.0032505460453319,0.0008155831359699,0.0527245741748533,-0.0131972836658862,0.0395272905089671,0.6889153754469607,0.14149,0.8170188705915612,0.9391969808155992,SL sensitivity 10 mm
6,0.125,0.1,10.0,8.0,10/8,SL,T1,10.0,A4,0.0033147778853153,0.0006961529137066,0.0033870903897354,0.0034615904349016,0.0011040852861079,0.0028334849668293,0.0009111913173079,0.1936096840030966,-0.043466097842431,0.1501435861606656,0.6508304771948326,0.14209,0.8686747835878669,0.9228124162208156,SL sensitivity 10 mm
7,0.125,0.25,10.0,20.0,10/20,SL,T1,10.0,A4,0.0028199110787174,0.0005321693213033,0.0028696868606887,0.0035624524453581,0.0011096336508055,0.0032974553616994,0.0008016238825712,0.131701550657117,-0.0248659760099977,0.1068355746471192,0.6985054839098469,0.14381,0.8059940198873514,0.941566708324087,SL sensitivity 10 mm
8,0.125,0.5,10.0,40.0,10/40,SL,T1,10.0,A4,0.0022615431089135,0.0004083834471103,0.002298119725634,0.0036625283491254,0.0011058330936447,0.0035881108212652,0.0007343862833438,0.0792259692911729,-0.0145094883189288,0.0647164809722441,0.721699058304949,0.14263,0.7576246231508098,0.951397879561916,SL sensitivity 10 mm
9,0.25,0.1,20.0,8.0,20/8,SL,T1,10.0,A4,0.0039262571830688,0.0007292894980119,0.0039934144086871,0.0035555666991607,0.0011016487843228,0.0031670061716505,0.0008687357079029,0.3207867553417292,-0.0479700929355041,0.272816662406225,0.6620522092891852,0.14134,0.8289939153813499,0.9303449560943796,SL sensitivity 10 mm
10,0.25,0.25,20.0,20.0,20/20,SL,T1,10.0,A4,0.0035624510703847,0.0005701764100517,0.0036077913974432,0.0037393263127615,0.001101029870167,0.0036907299675328,0.0007399600005907,0.2337938363443145,-0.0287477440763812,0.2050460922679333,0.7109130493944754,0.14115,0.7402763018065888,0.9505268673225824,SL sensitivity 10 mm
11,0.25,0.5,20.0,40.0,20/40,SL,T1,10.0,A4,0.0029345677913312,0.0004220243972436,0.0029647584579164,0.0038436694906752,0.00110876628917,0.0039549995926479,0.0006373244305288,0.1444893409502577,-0.0154940102281484,0.1289953307221093,0.7538816784775858,0.14354,0.6596070781663648,0.9639095812997688,SL sensitivity 10 mm
0,0.03,0.1,2.4,8.0,2.4/8,SL,T1,13.0,A1,0.0,0.0,0.0,0.0064704277901323,0.0006601148718215,0.0063187402919878,0.0004858924602676,0.0,0.0,0.0,0.611953455571227,0.04566,0.7601839684625493,0.9769369407129534,SL sensitivity 13 mm
1,0.03,0.25,2.4,20.0,2.4/20,SL,T1,13.0,A1,0.0,0.0,0.0,0.006414994029157,0.0006647751830506,0.0062560839926288,0.0004904210842361,0.0,0.0,0.0,0.6118523652746491,0.04634,0.7619766940008632,0.9765115449950716,SL sensitivity 13 mm
2,0.03,0.5,2.4,40.0,2.4/40,SL,T1,13.0,A1,0.0,0.0,0.0,0.0063859059022255,0.0006646386807882,0.0061887315975614,0.0004923297953404,0.0,0.0,0.0,0.6121607694950189,0.04632,0.7694300518134715,0.9763232950255852,SL sensitivity 13 mm
3,0.06,0.1,4.8,8.0,4.8/8,SL,T1,13.0,A1,0.0,0.0,0.0,0.0066547659869228,0.000662724063242,0.0065949121923406,0.0004496626505128,0.0,0.0,0.0,0.6394544756050711,0.04604,0.7230668983492615,0.9803241226047212,SL sensitivity 13 mm
4,0.06,0.25,4.8,20.0,4.8/20,SL,T1,13.0,A1,0.0,0.0,0.0,0.0067091901668048,0.0006572856114353,0.0066471087385276,0.0004458790188896,0.0,0.0,0.0,0.6392738629709155,0.04525,0.7237569060773481,0.9806441476826394,SL sensitivity 13 mm
5,0.06,0.5,4.8,40.0,4.8/40,SL,T1,13.0,A1,0.0,0.0,0.0,0.0066908935962119,0.0006608027118588,0.0066242919544898,0.0004379893526929,0.0,0.0,0.0,0.6498131024985245,0.04576,0.7218094405594405,0.9813464118041584,SL sensitivity 13 mm
6,0.125,0.1,10.0,8.0,10/8,SL,T1,13.0,A1,0.0,0.0,0.0,0.0071034000306469,0.0006675660079722,0.0070892121037934,0.0003667033791501,0.0,0.0,0.0,0.7016148469510726,0.04675,0.6226737967914439,0.9870128507736692,SL sensitivity 13 mm
7,0.125,0.25,10.0,20.0,10/20,SL,T1,13.0,A1,0.0,0.0,0.0,0.0070975025523041,0.0006688545163187,0.007073139503744,0.0003737233592428,0.0,0.0,0.0,0.6946093564473996,0.04694,0.6231359181934384,0.9865066207793844,SL sensitivity 13 mm
8,0.125,0.5,10.0,40.0,10/40,SL,T1,13.0,A1,0.0,0.0,0.0,0.0071682167974039,0.0006636138267094,0.007135119341129,0.0003747102179303,0.0,0.0,0.0,0.689299424184261,0.04617,0.6222655403941953,0.9864231571663714,SL sensitivity 13 mm
9,0.25,0.1,20.0,8.0,20/8,SL,T1,13.0,A1,0.0,0.0,0.0,0.0083425372981928,0.0006615583352962,0.0073454830604098,0.0002872173605582,0.0,0.0,0.0,0.7316554413328606,0.04587,0.4499672988881621,0.9920660706612306,SL sensitivity 13 mm
10,0.25,0.25,20.0,20.0,20/20,SL,T1,13.0,A1,0.0,0.0,0.0,0.0082312215312158,0.0006623129139613,0.0073448992243937,0.00028173761508,0.0,0.0,0.0,0.7422096317280453,0.04598,0.4558503697259678,0.9923691327225844,SL sensitivity 13 mm
11,0.25,0.5,20.0,40.0,20/40,SL,T1,13.0,A1,0.0,0.0,0.0,0.0082688473980789,0.0006658659775059,0.0072973243080476,0.0002887214586005,0.0,0.0,0.0,0.7330538085255066,0.0465,0.4511827956989247,0.9919874147876244,SL sensitivity 13 mm
0,0.03,0.1,2.4,8.0,2.4/8,SL,T1,13.0,A2,0.0055805178749953,0.0004059341530482,0.0055952624862247,0.0065373255843103,0.0006601148718215,0.0064295257065236,0.0003851886215429,-0.0127025843188786,0.0086971100446381,-0.0040054742742404,0.7134197324414716,0.04566,0.7474813841436706,0.9856340507575916,SL sensitivity 13 mm
1,0.03,0.25,2.4,20.0,2.4/20,SL,T1,13.0,A2,0.00662745853449,0.0004411531326699,0.0066421248642922,0.0070496808948319,0.0006647751830506,0.0072772426227303,0.0002754295508528,-0.194216659473457,0.0162007424029528,-0.1780159170705042,0.791040288634997,0.04634,0.5677600345274061,0.9927122873980244,SL sensitivity 13 mm
2,0.03,0.5,2.4,40.0,2.4/40,SL,T1,13.0,A2,0.0075353920859208,0.0004748874052087,0.0075503411801179,0.0079566439530874,0.0006646386807882,0.0070060005025513,0.0001685220281919,-0.4199050086355786,0.0209609093196879,-0.3989440993158906,0.8620873269435569,0.04632,0.3495250431778929,0.9972842043452732,SL sensitivity 13 mm
3,0.06,0.1,4.8,8.0,4.8/8,SL,T1,13.0,A2,0.0057077566181371,0.0003768767466725,0.0057201854597618,0.006520063133838,0.000662724063242,0.0065211189541972,0.0003649686905578,0.009774109470026,0.0068032202608075,0.0165773297308336,0.7331594958713603,0.04604,0.7328410078192876,0.987127342865529,SL sensitivity 13 mm
4,0.06,0.25,4.8,20.0,4.8/20,SL,T1,13.0,A2,0.0067690791317629,0.0004000964757115,0.0067808929708368,0.0071536035502212,0.0006572856114353,0.0073939295959747,0.0002597426262581,-0.1725966850828729,0.0128724797067295,-0.1597242053761434,0.8011564407324124,0.04525,0.5511602209944751,0.993516627389369,SL sensitivity 13 mm
5,0.06,0.5,4.8,40.0,4.8/40,SL,T1,13.0,A2,0.0074998863543239,0.0004204622877144,0.0075116631888793,0.0080574171438146,0.0006608027118588,0.0069648668601505,0.0001583938751658,-0.3892045454545454,0.0162537726358148,-0.3729507728187305,0.8692175899486008,0.04576,0.3326048951048951,0.9976001844399732,SL sensitivity 13 mm
6,0.125,0.1,10.0,8.0,10/8,SL,T1,13.0,A2,0.0057901043875059,0.0003326776378786,0.0057996537162971,0.0065236290500705,0.0006675660079722,0.0066905539843625,0.0003402723139804,0.0791443850267379,0.001825334382376,0.080969719409114,0.75512082853855,0.04675,0.7018181818181818,0.9888381851560452,SL sensitivity 13 mm
7,0.125,0.25,10.0,20.0,10/20,SL,T1,13.0,A2,0.006508838865664,0.0003448299610341,0.0065179667904344,0.0070826110433426,0.0006688545163187,0.0072944744389015,0.0002417855195493,-0.107797187899446,0.0078903741632216,-0.0999068137362244,0.8191669488655604,0.04694,0.5153387302939924,0.994396994942606,SL sensitivity 13 mm
8,0.125,0.5,10.0,40.0,10/40,SL,T1,13.0,A2,0.0075237522279725,0.0003594791519561,0.0075323351524353,0.0085377558312643,0.0006636138267094,0.0067272238559497,0.0001521210655798,-0.3248862897985705,0.0113647085958713,-0.3135215812026991,0.8667929292929293,0.04617,0.2973792505956248,0.9977878657622428,SL sensitivity 13 mm
9,0.25,0.1,20.0,8.0,20/8,SL,T1,13.0,A2,0.0067789574286285,0.0002908285611538,0.0067851930754504,0.0067627040345615,0.0006615583352962,0.0071396163585364,0.0002902122804759,0.1772400261608894,-0.0001676920335803,0.1770723341273091,0.7882191780821918,0.04587,0.6272073250490516,0.9918983786276504,SL sensitivity 13 mm
10,0.25,0.25,20.0,20.0,20/20,SL,T1,13.0,A2,0.0066634970501645,0.0002695713897531,0.0066689475685242,0.0070970878023526,0.0006623129139613,0.0073340822996261,0.0001920830564845,-0.0076120052196607,0.004098446573447,-0.0035135586462136,0.859466221851543,0.04598,0.4482383645063071,0.9964675792960316,SL sensitivity 13 mm
11,0.25,0.5,20.0,40.0,20/40,SL,T1,13.0,A2,0.007253581774512,0.0002789846909835,0.0072589448969761,0.0078191435206358,0.0006658659775059,0.0064307180813675,0.0001138548171547,-0.1913978494623656,0.0067750393287886,-0.1846228101335769,0.9110105580693816,0.0465,0.2597849462365591,0.9987624541164132,SL sensitivity 13 mm
0,0.03,0.1,2.4,8.0,2.4/8,SL,T1,13.0,A3,0.0050032818776785,0.0004474859239046,0.0050232532486028,0.0055442680744191,0.0006601148718215,0.0045968835099681,0.0006533873862508,0.1316250547525186,-0.019489909256659,0.1121351454958595,0.5006762572236567,0.04566,0.8918090232150679,0.9574470314562944,SL sensitivity 13 mm
1,0.03,0.25,2.4,20.0,2.4/20,SL,T1,13.0,A3,0.004025643784494,0.0003332590598324,0.0040394144972503,0.0058802283873521,0.0006647751830506,0.0053336389986497,0.0005884731498747,0.0817867932671558,-0.0107061216785856,0.0710806715885701,0.5452517082694185,0.04634,0.843763487268019,0.965805423316486,SL sensitivity 13 mm
2,0.03,0.5,2.4,40.0,2.4/40,SL,T1,13.0,A3,0.0032049222973725,0.0002570946713905,0.0032152176601675,0.006066808038728,0.0006646386807882,0.0056508452543574,0.0005525724972155,0.0500863557858376,-0.0063438469927019,0.0437425087931356,0.5700555638984832,0.04632,0.8195164075993091,0.9699794480328832,SL sensitivity 13 mm
3,0.06,0.1,4.8,8.0,4.8/8,SL,T1,13.0,A3,0.0054423129871858,0.0004675852911655,0.0054623627355757,0.0055927653649702,0.000662724063242,0.0046843952499656,0.0006419045455849,0.1629018245004344,-0.0213111660866283,0.141590658413806,0.5105770434347228,0.04604,0.885968722849696,0.959012956518093,SL sensitivity 13 mm
4,0.06,0.25,4.8,20.0,4.8/20,SL,T1,13.0,A3,0.0045140006566846,0.0003513711420554,0.0045276554206364,0.0060578884347852,0.0006572856114353,0.0056291491276651,0.0005634116265364,0.1027624309392265,-0.0119298245614035,0.090832606377823,0.5559684852088598,0.04525,0.8265193370165745,0.968714323121236,SL sensitivity 13 mm
5,0.06,0.5,4.8,40.0,4.8/40,SL,T1,13.0,A3,0.0034406348156924,0.000262784037685,0.0034506555008313,0.0063449251073518,0.0006608027118588,0.0061308731799907,0.0005082289403032,0.0574737762237762,-0.006633551307847,0.0508402249159291,0.5964208061548754,0.04576,0.7792832167832168,0.9747128604963112,SL sensitivity 13 mm
6,0.125,0.1,10.0,8.0,10/8,SL,T1,13.0,A3,0.0061921062345829,0.0005002514776867,0.0062122806730932,0.0057357020482848,0.0006675660079722,0.0051246739441231,0.0006148657320234,0.2340106951871657,-0.0244531864673485,0.2095575087198172,0.5287826775811988,0.04675,0.8566844919786096,0.9625596643063205,SL sensitivity 13 mm
7,0.125,0.25,10.0,20.0,10/20,SL,T1,13.0,A3,0.0053508001324176,0.0003765781793661,0.0053640351585588,0.0062203062647341,0.0006688545163187,0.0060151576265361,0.0005268776714314,0.15999147848317,-0.0137032295972971,0.1462882488858728,0.5864709636247607,0.04694,0.7831273966766085,0.9728033911820873,SL sensitivity 13 mm
