u_level,variant,p_K,p_beat_cv,p_view_over,estimator,metric,value,mcse,n
base,median/triggered,2,0.2,True,A4,rmse_mm,2.246714097592346,0.00813738375435787,100000
base,median/triggered,2,0.25,False,A1,bias_mm,-0.18183686231188026,0.007951849706925642,100000
base,median/triggered,2,0.25,False,A1,rmse_mm,2.5211491008536187,0.008373014647206606,100000
base,median/triggered,2,0.25,False,A2,bias_mm,-1.010812896797549,0.006813624716992049,100000
base,median/triggered,2,0.25,False,A2,rmse_mm,2.3799673244082507,0.007065857420213927,100000
base,median/triggered,2,0.25,False,A3,bias_mm,0.38020212193726666,0.0076501845870211495,100000
base,median/triggered,2,0.25,False,A3,rmse_mm,2.4488829187511154,0.008698432763511505,100000
base,median/triggered,2,0.25,False,A5,bias_mm,-1.010812896797549,0.006813624716992049,100000
base,median/triggered,2,0.25,False,A5,rmse_mm,2.3799673244082507,0.007065857420213927,100000
base,median/triggered,2,0.25,False,A6,bias_mm,-0.16555013716293884,0.010326358864865253,100000
base,median/triggered,2,0.25,False,A6,rmse_mm,3.2696588437978336,0.011819213963873238,100000
base,median/triggered,2,0.25,False,A7,bias_mm,0.39106963362862157,0.006764346170111486,100000
base,median/triggered,2,0.25,False,A7,rmse_mm,2.1745177885861287,0.007231726943910156,100000
base,median/triggered,2,0.25,False,A4,bias_mm,0.35245584379233247,0.007661144818581346,100000
