u,view_errors,r_mean,beat_cv,N_beats,cell,axis,metric,rule,tau,value,mcse,n,lo95,hi95
base,False,0.9,0.1,5,116,AP,p_any_trigger,any trigger (diff >= t_warn),3.0,0.01998,0.0004425019728769579,100000,0.019112712063232187,0.020847287936767815
base,False,0.9,0.1,5,116,AP,p_any_trigger,any trigger (diff >= t_warn),4.0,0.00384,0.00019558257591104582,100000,0.003456665192187083,0.004223334807812917
base,False,0.9,0.1,5,116,SL,p_any_trigger,any trigger (diff >= t_warn),2.0,0.08887,0.0008998451150059103,100000,0.08710633596901256,0.09063366403098745
base,False,0.9,0.1,5,116,SL,p_any_trigger,any trigger (diff >= t_warn),3.0,0.01481,0.0003819772755020906,100000,0.01406133829119782,0.01555866170880218
base,False,0.9,0.1,5,116,SL,p_any_trigger,any trigger (diff >= t_warn),4.0,0.00245,0.00015633289800934415,100000,0.002143593147886014,0.002756406852113986
base,False,0.9,0.1,7,117,AP,p_any_trigger,any trigger (diff >= t_warn),2.0,0.06512,0.0007802524309478312,100000,0.06359073332442976,0.06664926667557024
base,False,0.9,0.1,7,117,AP,p_any_trigger,any trigger (diff >= t_warn),3.0,0.00907,0.00029979551531001926,100000,0.008482411582630913,0.009657588417369087
base,False,0.9,0.1,7,117,AP,p_any_trigger,any trigger (diff >= t_warn),4.0,0.00126,0.00011217898198860604,100000,0.0010401332337456838,0.0014798667662543163
base,False,0.9,0.1,7,117,SL,p_any_trigger,any trigger (diff >= t_warn),2.0,0.05517,0.0007219852567746796,100000,0.053754934888190865,0.05658506511180913
base,False,0.9,0.1,7,117,SL,p_any_trigger,any trigger (diff >= t_warn),3.0,0.00707,0.00026495311094606907,100000,0.006550701440857698,0.0075892985591423014
base,False,0.9,0.1,7,117,SL,p_any_trigger,any trigger (diff >= t_warn),4.0,0.00095,9.742163517412341e-05,100000,0.0007590571022375843,0.0011409428977624157
base,False,0.9,0.1,10,118,AP,p_any_trigger,any trigger (diff >= t_warn),2.0,0.03589,0.0005882338642070856,100000,0.03473708280257322,0.03704291719742678
base,False,0.9,0.1,10,118,AP,p_any_trigger,any trigger (diff >= t_warn),3.0,0.00402,0.00020009596697584885,100000,0.0036278191081821473,0.004412180891817853
base,False,0.9,0.1,10,118,AP,p_any_trigger,any trigger (diff >= t_warn),4.0,0.00052,7.20922742046608e-05,100000,0.00037870173788073617,0.0006612982621192637
base,False,0.9,0.1,10,118,SL,p_any_trigger,any trigger (diff >= t_warn),2.0,0.02924,0.000532775960418636,100000,0.028195778297514046,0.03028422170248595
base,False,0.9,0.1,10,118,SL,p_any_trigger,any trigger (diff >= t_warn),3.0,0.00248,0.00015728476086385482,100000,0.0021717275309582357,0.0027882724690417643
base,False,0.9,0.1,10,118,SL,p_any_trigger,any trigger (diff >= t_warn),4.0,0.00021,4.582094499243768e-05,100000,0.00012019259736884188,0.00029980740263115815
base,False,0.9,0.1,13,119,AP,p_any_trigger,any trigger (diff >= t_warn),2.0,0.02119,0.00045542270365013645,100000,0.020297387896063064,0.022082612103936937
base,False,0.9,0.1,13,119,AP,p_any_trigger,any trigger (diff >= t_warn),3.0,0.00181,0.0001344144300289221,100000,0.0015465525560627938,0.0020734474439372064
base,False,0.9,0.1,13,119,AP,p_any_trigger,any trigger (diff >= t_warn),4.0,0.00026,5.098356597963701e-05,100000,0.0001600740460882867,0.00035992595391171327
base,False,0.9,0.1,13,119,SL,p_any_trigger,any trigger (diff >= t_warn),2.0,0.01531,0.0003882731499859345,100000,0.014548998603860969,0.016071001396139033
base,False,0.9,0.1,13,119,SL,p_any_trigger,any trigger (diff >= t_warn),3.0,0.00121,0.0001099334298564363,100000,0.0009945344350848597,0.0014254655649151402
base,False,0.9,0.1,13,119,SL,p_any_trigger,any trigger (diff >= t_warn),4.0,0.00017,4.122755146743498e-05,100000,8.919548331568027e-05,0.00025080451668431977
base,False,0.9,0.15,1,120,AP,p_any_trigger,any trigger (diff >= t_warn),2.0,0.4238,0.0015626693828190274,100000,0.4207372242657725,0.42686277573422754
base,False,0.9,0.15,1,120,AP,p_any_trigger,any trigger (diff >= t_warn),3.0,0.27616,0.0014138445968351686,100000,0.27338891548860855,0.2789310845113915
base,False,0.9,0.15,1,120,AP,p_any_trigger,any trigger (diff >= t_warn),4.0,0.16699,0.0011794250289865822,100000,0.16467836940248734,0.16930163059751266
base,False,0.9,0.15,1,120,SL,p_any_trigger,any trigger (diff >= t_warn),2.0,0.40165,0.001550249262215596,100000,0.3986115672550309,0.40468843274496913
base,False,0.9,0.15,1,120,SL,p_any_trigger,any trigger (diff >= t_warn),3.0,0.24827,0.0013661332552134143,100000,0.2455924280005789,0.2509475719994211
base,False,0.9,0.15,1,120,SL,p_any_trigger,any trigger (diff >= t_warn),4.0,0.14276,0.0011062530560409765,100000,0.1405917838352697,0.14492821616473028
base,False,0.9,0.15,3,121,AP,p_any_trigger,any trigger (diff >= t_warn),2.0,0.28235,0.0014234762994163267,100000,0.27956003769829074,0.28513996230170924
base,False,0.9,0.15,3,121,AP,p_any_trigger,any trigger (diff >= t_warn),3.0,0.13233,0.001071535212207233,100000,0.13022982955934145,0.13443017044065855
base,False,0.9,0.15,3,121,AP,p_any_trigger,any trigger (diff >= t_warn),4.0,0.05711,0.0007338150168809575,100000,0.055671748984253935,0.05854825101574607
base,False,0.9,0.15,3,121,SL,p_any_trigger,any trigger (diff >= t_warn),2.0,0.25414,0.0013767819740249361,100000,0.25144155689506215,0.2568384431049378
base,False,0.9,0.15,3,121,SL,p_any_trigger,any trigger (diff >= t_warn),3.0,0.10872,0.0009843777811389283,100000,0.10679065498656781,0.11064934501343218
base,False,0.9,0.15,3,121,SL,p_any_trigger,any trigger (diff >= t_warn),4.0,0.04235,0.0006368396776269519,100000,0.04110181715807957,0.04359818284192043
base,False,0.9,0.15,5,122,AP,p_any_trigger,any trigger (diff >= t_warn),2.0,0.20958,0.0012870750700716721,100000,0.20705737919736203,0.21210262080263795
base,False,0.9,0.15,5,122,AP,p_any_trigger,any trigger (diff >= t_warn),3.0,0.07883,0.0008521492304755078,100000,0.0771598181856403,0.0805001818143597
base,False,0.9,0.15,5,122,AP,p_any_trigger,any trigger (diff >= t_warn),4.0,0.02802,0.000521870478184003,100000,0.026997152650096567,0.029042847349903433
base,False,0.9,0.15,5,122,SL,p_any_trigger,any trigger (diff >= t_warn),2.0,0.18259,0.0012216828225853058,100000,0.18019554564831441,0.1849844543516856
base,False,0.9,0.15,5,122,SL,p_any_trigger,any trigger (diff >= t_warn),3.0,0.06145,0.0007594333249206278,100000,0.059961538022755265,0.06293846197724473
base,False,0.9,0.15,5,122,SL,p_any_trigger,any trigger (diff >= t_warn),4.0,0.01985,0.00044108930501656916,100000,0.018985480841382504,0.020714519158617495
base,False,0.9,0.15,7,123,AP,p_any_trigger,any trigger (diff >= t_warn),2.0,0.16442,0.0011721180128297663,100000,0.16212269089110212,0.1667173091088979
base,False,0.9,0.15,7,123,AP,p_any_trigger,any trigger (diff >= t_warn),3.0,0.05233,0.0007042128307550212,100000,0.05094976820338207,0.053710231796617935
base,False,0.9,0.15,7,123,AP,p_any_trigger,any trigger (diff >= t_warn),4.0,0.01635,0.00040103213711621666,100000,0.015563991448409151,0.017136008551590847
base,False,0.9,0.15,7,123,SL,p_any_trigger,any trigger (diff >= t_warn),2.0,0.14047,0.0010988092605179482,100000,0.1383163734065182,0.14262362659348182
base,False,0.9,0.15,7,123,SL,p_any_trigger,any trigger (diff >= t_warn),3.0,0.03918,0.0006135546234851466,100000,0.03797745502593556,0.04038254497406444
base,False,0.9,0.15,7,123,SL,p_any_trigger,any trigger (diff >= t_warn),4.0,0.01081,0.00032700372933653217,100000,0.010169084462634653,0.011450915537365347
base,False,0.9,0.15,10,124,AP,p_any_trigger,any trigger (diff >= t_warn),2.0,0.11847,0.001021933750788181,100000,0.1164670466380702,0.12047295336192981
base,False,0.9,0.15,10,124,AP,p_any_trigger,any trigger (diff >= t_warn),3.0,0.03112,0.0005491042305427995,100000,0.03004377547588841,0.03219622452411158
base,False,0.9,0.15,10,124,AP,p_any_trigger,any trigger (diff >= t_warn),4.0,0.00902,0.00029897557759790347,100000,0.008434018631028902,0.009605981368971098
base,False,0.9,0.15,10,124,SL,p_any_trigger,any trigger (diff >= t_warn),2.0,0.09905,0.0009446644774733513,100000,0.09719849163207342,0.10090150836792658
base,False,0.9,0.15,10,124,SL,p_any_trigger,any trigger (diff >= t_warn),3.0,0.02325,0.0004765442004683301,100000,0.02231599052267329,0.02418400947732671
base,False,0.9,0.15,10,124,SL,p_any_trigger,any trigger (diff >= t_warn),4.0,0.00569,0.0002378576023590585,100000,0.00522380766224993,0.00615619233775007
base,False,0.9,0.15,13,125,AP,p_any_trigger,any trigger (diff >= t_warn),2.0,0.08823,0.000896913970790956,100000,0.08647208090615267,0.08998791909384733
base,False,0.9,0.15,13,125,AP,p_any_trigger,any trigger (diff >= t_warn),3.0,0.01999,0.0004426104370662762,100000,0.019122499477325833,0.02085750052267417
base,False,0.9,0.15,13,125,AP,p_any_trigger,any trigger (diff >= t_warn),4.0,0.0048,0.00021856257685157356,100000,0.004371625217623682,0.005228374782376317
base,False,0.9,0.15,13,125,SL,p_any_trigger,any trigger (diff >= t_warn),2.0,0.07084,0.0008113057031723616,100000,0.06924987002878749,0.07243012997121251
base,False,0.9,0.15,13,125,SL,p_any_trigger,any trigger (diff >= t_warn),3.0,0.01383,0.00036930652715596565,100000,0.013106172501809284,0.014553827498190716
base,False,0.9,0.15,13,125,SL,p_any_trigger,any trigger (diff >= t_warn),4.0,0.00307,0.00017494499421246668,100000,0.0027271141093633566,0.003412885890636643
base,False,0.9,0.2,1,126,AP,p_any_trigger,any trigger (diff >= t_warn),2.0,0.4886,0.0015807278070559777,100000,0.48550183040437134,0.4916981695956286
base,False,0.9,0.2,1,126,AP,p_any_trigger,any trigger (diff >= t_warn),3.0,0.35777,0.0015158186801197562,100000,0.35479904995643774,0.3607409500435622
base,False,0.9,0.2,1,126,AP,p_any_trigger,any trigger (diff >= t_warn),4.0,0.25065,0.001370491070748,100000,0.24796388683901244,0.25333611316098753
base,False,0.9,0.2,1,126,SL,p_any_trigger,any trigger (diff >= t_warn),2.0,0.46291,0.0015767825845689697,100000,0.45981956289841786,0.4660004371015821
base,False,0.9,0.2,1,126,SL,p_any_trigger,any trigger (diff >= t_warn),3.0,0.32685,0.0014833040062643935,100000,0.323942777546666,0.32975722245333394
base,False,0.9,0.2,1,126,SL,p_any_trigger,any trigger (diff >= t_warn),4.0,0.21984,0.0013096196944151382,100000,0.21727319254525534,0.22240680745474467
base,False,0.9,0.2,3,127,AP,p_any_trigger,any trigger (diff >= t_warn),2.0,0.36609,0.0015233781930302141,100000,0.36310423358327576,0.3690757664167243
base,False,0.9,0.2,3,127,AP,p_any_trigger,any trigger (diff >= t_warn),3.0,0.21586,0.0013010167577706291,100000,0.21331005399137284,0.21840994600862715
base,False,0.9,0.2,3,127,AP,p_any_trigger,any trigger (diff >= t_warn),4.0,0.1188,0.0010231645029026369,100000,0.11679463440823294,0.12080536559176706
base,False,0.9,0.2,3,127,SL,p_any_trigger,any trigger (diff >= t_warn),2.0,0.33592,0.0014935787679262182,100000,0.3329926393837003,0.3388473606162997
base,False,0.9,0.2,3,127,SL,p_any_trigger,any trigger (diff >= t_warn),3.0,0.18273,0.0012220464275141106,100000,0.18033483299574374,0.18512516700425627
base,False,0.9,0.2,3,127,SL,p_any_trigger,any trigger (diff >= t_warn),4.0,0.09307,0.0009187381297192362,100000,0.09126930634032297,0.09487069365967703
base,False,0.9,0.2,5,128,AP,p_any_trigger,any trigger (diff >= t_warn),2.0,0.30063,0.0014500055279204973,100000,0.2977880413654748,0.3034719586345252
base,False,0.9,0.2,5,128,AP,p_any_trigger,any trigger (diff >= t_warn),3.0,0.15071,0.001131355363712039,100000,0.14849258421591752,0.1529274157840825
base,False,0.9,0.2,5,128,AP,p_any_trigger,any trigger (diff >= t_warn),4.0,0.07287,0.0008219486790548423,100000,0.07125901017920495,0.07448098982079505
base,False,0.9,0.2,5,128,SL,p_any_trigger,any trigger (diff >= t_warn),2.0,0.26791,0.0014004793175909451,100000,0.2651651109547772,0.2706548890452228
base,False,0.9,0.2,5,128,SL,p_any_trigger,any trigger (diff >= t_warn),3.0,0.12509,0.0010461476564042,100000,0.12303958825476341,0.1271404117452366
base,False,0.9,0.2,5,128,SL,p_any_trigger,any trigger (diff >= t_warn),4.0,0.05601,0.0007271374003584191,100000,0.05458483687224391,0.05743516312775609
base,False,0.9,0.2,7,129,AP,p_any_trigger,any trigger (diff >= t_warn),2.0,0.25737,0.0013825002101265664,100000,0.25466034935815945,0.2600796506418405
base,False,0.9,0.2,7,129,AP,p_any_trigger,any trigger (diff >= t_warn),3.0,0.11608,0.001012943402170131,100000,0.11409466739770903,0.11806533260229098
base,False,0.9,0.2,7,129,AP,p_any_trigger,any trigger (diff >= t_warn),4.0,0.05031,0.0006912228576949695,100000,0.048955228082940734,0.05166477191705927
base,False,0.9,0.2,7,129,SL,p_any_trigger,any trigger (diff >= t_warn),2.0,0.22597,0.0013225262156191838,100000,0.22337789622833015,0.22856210377166986
base,False,0.9,0.2,7,129,SL,p_any_trigger,any trigger (diff >= t_warn),3.0,0.09264,0.0009168305754063833,100000,0.0908430450781042,0.0944369549218958
base,False,0.9,0.2,7,129,SL,p_any_trigger,any trigger (diff >= t_warn),4.0,0.03679,0.0005952856112825171,100000,0.03562326163216828,0.03795673836783173
base,False,0.9,0.2,10,130,AP,p_any_trigger,any trigger (diff >= t_warn),2.0,0.20915,0.0012861037186012642,100000,0.2066292830112754,0.2116707169887246
base,False,0.9,0.2,10,130,AP,p_any_trigger,any trigger (diff >= t_warn),3.0,0.08259,0.0008704532836401963,100000,0.08088394290038342,0.08429605709961657
base,False,0.9,0.2,10,130,AP,p_any_trigger,any trigger (diff >= t_warn),4.0,0.03195,0.0005561402475994702,100000,0.030859985135753953,0.03304001486424605
base,False,0.9,0.2,10,130,SL,p_any_trigger,any trigger (diff >= t_warn),2.0,0.17854,0.0012110469371580937,100000,0.17616639160085987,0.18091360839914014
base,False,0.9,0.2,10,130,SL,p_any_trigger,any trigger (diff >= t_warn),3.0,0.06506,0.0007799179213224941,100000,0.06353138895125308,0.06658861104874693
base,False,0.9,0.2,10,130,SL,p_any_trigger,any trigger (diff >= t_warn),4.0,0.02296,0.0004736331745137792,100000,0.022031696028747275,0.023888303971252727
base,False,0.9,0.2,13,131,AP,p_any_trigger,any trigger (diff >= t_warn),2.0,0.16673,0.0011786904050682689,100000,0.16441980923892077,0.1690401907610792
base,False,0.9,0.2,13,131,AP,p_any_trigger,any trigger (diff >= t_warn),3.0,0.05928,0.0007467655696401649,100000,0.05781636636706578,0.06074363363293422
base,False,0.9,0.2,13,131,AP,p_any_trigger,any trigger (diff >= t_warn),4.0,0.02128,0.0004563678516284862,100000,0.020385535440050825,0.022174464559949175
base,False,0.9,0.2,13,131,SL,p_any_trigger,any trigger (diff >= t_warn),2.0,0.13747,0.0010889077054553338,100000,0.13533578009798494,0.13960421990201508
base,False,0.9,0.2,13,131,SL,p_any_trigger,any trigger (diff >= t_warn),3.0,0.04446,0.0006517922092200858,100000,0.04318251073444816,0.04573748926555184
base,False,0.9,0.2,13,131,SL,p_any_trigger,any trigger (diff >= t_warn),4.0,0.01498,0.00038413018105845317,100000,0.01422711867381195,0.01573288132618805
base,False,0.9,0.25,1,132,AP,p_any_trigger,any trigger (diff >= t_warn),2.0,0.5374,0.0015767093581253331,100000,0.5343097064196112,0.5404902935803888
base,False,0.9,0.25,1,132,AP,p_any_trigger,any trigger (diff >= t_warn),3.0,0.42481,0.001563158545701619,100000,0.42174626552413247,0.4278737344758676
base,False,0.9,0.25,1,132,AP,p_any_trigger,any trigger (diff >= t_warn),4.0,0.32434,0.001480349838382806,100000,0.3214385676093639,0.32724143239063613
base,False,0.9,0.25,1,132,SL,p_any_trigger,any trigger (diff >= t_warn),2.0,0.51769,0.001580148929373431,100000,0.5145929649837895,0.5207870350162105
base,False,0.9,0.25,1,132,SL,p_any_trigger,any trigger (diff >= t_warn),3.0,0.39885,0.0015484465683387337,100000,0.3958151004701325,0.40188489952986745
base,False,0.9,0.25,1,132,SL,p_any_trigger,any trigger (diff >= t_warn),4.0,0.29378,0.0014403933893211258,100000,0.2909568808110926,0.29660311918890736
base,False,0.9,0.25,3,133,AP,p_any_trigger,any trigger (diff >= t_warn),2.0,0.42534,0.0015634125635928604,100000,0.4222757676582103,0.4284042323417897
base,False,0.9,0.25,3,133,AP,p_any_trigger,any trigger (diff >= t_warn),3.0,0.28233,0.0014234457176162357,100000,0.279540097637518,0.285119902362482
base,False,0.9,0.25,3,133,AP,p_any_trigger,any trigger (diff >= t_warn),4.0,0.17847,0.0012108610948411878,100000,0.17609675584511067,0.1808432441548893
base,False,0.9,0.25,3,133,SL,p_any_trigger,any trigger (diff >= t_warn),2.0,0.39627,0.0015467387856389972,100000,0.39323844766274385,0.39930155233725617
base,False,0.9,0.25,3,133,SL,p_any_trigger,any trigger (diff >= t_warn),3.0,0.24877,0.0013670533533845708,100000,0.24609062464128695,0.25144937535871303
base,False,0.9,0.25,3,133,SL,p_any_trigger,any trigger (diff >= t_warn),4.0,0.14979,0.0011285076690036272,100000,0.14757816559502898,0.15200183440497103
base,False,0.9,0.25,5,134,AP,p_any_trigger,any trigger (diff >= t_warn),2.0,0.37046,0.0015271522137625968,100000,0.367466836638505,0.37345316336149503
base,False,0.9,0.25,5,134,AP,p_any_trigger,any trigger (diff >= t_warn),3.0,0.22082,0.0013117108202648936,100000,0.21824909401387033,0.22339090598612965
base,False,0.9,0.25,5,134,AP,p_any_trigger,any trigger (diff >= t_warn),4.0,0.12519,0.001046505919237918,100000,0.12313888607250677,0.1272411139274932
base,False,0.9,0.25,5,134,SL,p_any_trigger,any trigger (diff >= t_warn),2.0,0.33621,0.001493897037616716,100000,0.3332820155865646,0.3391379844134354
base,False,0.9,0.25,5,134,SL,p_any_trigger,any trigger (diff >= t_warn),3.0,0.18814,0.0012358937672793727,100000,0.18571769270830804,0.19056230729169196
base,False,0.9,0.25,5,134,SL,p_any_trigger,any trigger (diff >= t_warn),4.0,0.09969,0.0009473748144214095,100000,0.09783317946922736,0.10154682053077264
base,False,0.9,0.25,7,135,AP,p_any_trigger,any trigger (diff >= t_warn),2.0,0.33317,0.001490529272104376,100000,0.3302486162857292,0.33609138371427083
base,False,0.9,0.25,7,135,AP,p_any_trigger,any trigger (diff >= t_warn),3.0,0.18384,0.0012249198112529653,100000,0.1814392012670574,0.1862407987329426
base,False,0.9,0.25,7,135,AP,p_any_trigger,any trigger (diff >= t_warn),4.0,0.09613,0.0009321428168472897,100000,0.0943030336361207,0.09795696636387928
base,False,0.9,0.25,7,135,SL,p_any_trigger,any trigger (diff >= t_warn),2.0,0.29854,0.0014471139153501358,100000,0.2957037088220147,0.30137629117798537
base,False,0.9,0.25,7,135,SL,p_any_trigger,any trigger (diff >= t_warn),3.0,0.15203,0.001135415690837501,100000,0.14980462612092338,0.15425537387907662
base,False,0.9,0.25,7,135,SL,p_any_trigger,any trigger (diff >= t_warn),4.0,0.07403,0.0008279466112014711,100000,0.07240725444812311,0.07565274555187688
base,False,0.9,0.25,10,136,AP,p_any_trigger,any trigger (diff >= t_warn),2.0,0.28332,0.0014249553593007748,100000,0.2805271387941634,0.2861128612058366
base,False,0.9,0.25,10,136,AP,p_any_trigger,any trigger (diff >= t_warn),3.0,0.14163,0.0011025921417278466,100000,0.13946895909553053,0.14379104090446948
base,False,0.9,0.25,10,136,AP,p_any_trigger,any trigger (diff >= t_warn),4.0,0.06739,0.0007927710129665438,100000,0.06583619735434204,0.06894380264565797
base,False,0.9,0.25,10,136,SL,p_any_trigger,any trigger (diff >= t_warn),2.0,0.25262,0.0013740565330436737,100000,0.2499268986612696,0.2553131013387304
base,False,0.9,0.25,10,136,SL,p_any_trigger,any trigger (diff >= t_warn),3.0,0.11525,0.0010097892725712627,100000,0.11327084937817414,0.11722915062182587
base,False,0.9,0.25,10,136,SL,p_any_trigger,any trigger (diff >= t_warn),4.0,0.05081,0.0006944662979583674,100000,0.04944887105678833,0.05217112894321167
