cell,p_beat_cv,p_sigma_rb_mm,p_ai_draft_sigma_mm,test,w_anchor,min_n_any,min_n_strict,min_n_liberal,max_power_tested,power_at_min_n_any,mcse_power_any,power_mci_lo_any,size_at_min_n_any,power_at_min_n_strict,mcse_power_strict,power_mci_lo_strict,size_at_min_n_strict,power_at_min_n_liberal,mcse_power_liberal,power_mci_lo_liberal,size_at_min_n_liberal
47,0.3,0.0,3.0,f_variance,0.3,50.0,,,0.9915,0.931,0.0056674068144081545,0.9198920866704053,0.08,,,,,,,,
47,0.3,0.0,3.0,f_variance,0.5,10.0,10.0,10.0,1.0,0.869,0.00754450130890041,0.8542130490366023,0.0585,0.869,0.00754450130890041,0.8542130490366023,0.0585,0.869,0.00754450130890041,0.8542130490366023,0.0585
47,0.3,0.0,3.0,welch_mean,0.1,,,,0.053,,,,,,,,,,,,
47,0.3,0.0,3.0,welch_mean,0.2,,,,0.0505,,,,,,,,,,,,
47,0.3,0.0,3.0,welch_mean,0.3,,,,0.0495,,,,,,,,,,,,
47,0.3,0.0,3.0,welch_mean,0.5,,,,0.0495,,,,,,,,,,,,
48,0.3,0.75,1.0,bf,0.1,,,,0.1815,,,,,,,,,,,,
48,0.3,0.75,1.0,bf,0.2,,,,0.583,,,,,,,,,,,,
48,0.3,0.75,1.0,bf,0.3,100.0,100.0,100.0,0.9325,0.9325,0.005609979946488223,0.9215046412641612,0.045,0.9325,0.005609979946488223,0.9215046412641612,0.045,0.9325,0.005609979946488223,0.9215046412641612,0.045
48,0.3,0.75,1.0,bf,0.5,25.0,25.0,25.0,1.0,0.9525,0.00475624589355933,0.9431779292734759,0.0465,0.9525,0.00475624589355933,0.9431779292734759,0.0465,0.9525,0.00475624589355933,0.9431779292734759,0.0465
48,0.3,0.75,1.0,bf_onesided,0.1,,,,0.271,,,,,,,,,,,,
48,0.3,0.75,1.0,bf_onesided,0.2,,,,0.696,,,,,,,,,,,,
48,0.3,0.75,1.0,bf_onesided,0.3,50.0,50.0,50.0,0.9605,0.8255,0.008486747021091178,0.808866281361554,0.055,0.8255,0.008486747021091178,0.808866281361554,0.055,0.8255,0.008486747021091178,0.808866281361554,0.055
48,0.3,0.75,1.0,bf_onesided,0.5,25.0,25.0,25.0,1.0,0.973,0.0036242930345103184,0.965896516126909,0.048,0.973,0.0036242930345103184,0.965896516126909,0.048,0.973,0.0036242930345103184,0.965896516126909,0.048
48,0.3,0.75,1.0,either_unadjusted,0.1,,,,0.4285,,,,,,,,,,,,
48,0.3,0.75,1.0,either_unadjusted,0.2,,,,0.778,,,,,,,,,,,,
48,0.3,0.75,1.0,either_unadjusted,0.3,50.0,,,0.9685,0.8815,0.007226954752867907,0.8673354288547499,0.1755,,,,,,,,
48,0.3,0.75,1.0,either_unadjusted,0.5,10.0,,,1.0,0.8395,0.00820791538699078,0.823412781326452,0.1435,,,,,,,,
48,0.3,0.75,1.0,f_variance,0.1,,,,0.393,,,,,,,,,,,,
48,0.3,0.75,1.0,f_variance,0.2,,,,0.7535,,,,,,,,,,,,
48,0.3,0.75,1.0,f_variance,0.3,50.0,,,0.9625,0.8635,0.007676840170278393,0.8484536696325006,0.1285,,,,,,,,
48,0.3,0.75,1.0,f_variance,0.5,10.0,,,1.0,0.8075,0.008816001077586141,0.79022095526397,0.0945,,,,,,,,
48,0.3,0.75,1.0,welch_mean,0.1,,,,0.056,,,,,,,,,,,,
48,0.3,0.75,1.0,welch_mean,0.2,,,,0.074,,,,,,,,,,,,
48,0.3,0.75,1.0,welch_mean,0.3,,,,0.1145,,,,,,,,,,,,
48,0.3,0.75,1.0,welch_mean,0.5,,,,0.213,,,,,,,,,,,,
49,0.3,0.75,2.0,bf,0.1,,,,0.194,,,,,,,,,,,,
49,0.3,0.75,2.0,bf,0.2,,,,0.664,,,,,,,,,,,,
49,0.3,0.75,2.0,bf,0.3,50.0,50.0,50.0,0.9695,0.8105,0.008763268511234835,0.7933243091956461,0.0415,0.8105,0.008763268511234835,0.7933243091956461,0.0415,0.8105,0.008763268511234835,0.7933243091956461,0.0415
49,0.3,0.75,2.0,bf,0.5,25.0,25.0,25.0,1.0,0.9755,0.0034568591235397466,0.9687246805647906,0.043,0.9755,0.0034568591235397466,0.9687246805647906,0.043,0.9755,0.0034568591235397466,0.9687246805647906,0.043
49,0.3,0.75,2.0,bf_onesided,0.1,,,,0.2815,,,,,,,,,,,,
49,0.3,0.75,2.0,bf_onesided,0.2,,,,0.762,,,,,,,,,,,,
49,0.3,0.75,2.0,bf_onesided,0.3,50.0,50.0,50.0,0.9855,0.879,0.007292427579345577,0.8647071044718755,0.0435,0.879,0.007292427579345577,0.8647071044718755,0.0435,0.879,0.007292427579345577,0.8647071044718755,0.0435
49,0.3,0.75,2.0,bf_onesided,0.5,25.0,25.0,25.0,1.0,0.985,0.002717995584985378,0.9796728265012697,0.045,0.985,0.002717995584985378,0.9796728265012697,0.045,0.985,0.002717995584985378,0.9796728265012697,0.045
49,0.3,0.75,2.0,either_unadjusted,0.1,,,,0.421,,,,,,,,,,,,
49,0.3,0.75,2.0,either_unadjusted,0.2,100.0,,,0.836,0.836,0.0082796135175502,0.8197722555716882,0.1525,,,,,,,,
49,0.3,0.75,2.0,either_unadjusted,0.3,50.0,,,0.9895,0.9225,0.005978869040211535,0.9107816319204708,0.137,,,,,,,,
49,0.3,0.75,2.0,either_unadjusted,0.5,10.0,,,1.0,0.872,0.007470475219154402,0.8573581375075653,0.124,,,,,,,,
49,0.3,0.75,2.0,f_variance,0.1,,,,0.3815,,,,,,,,,,,,
49,0.3,0.75,2.0,f_variance,0.2,100.0,,,0.817,0.817,0.008646126300257245,0.8000539037120425,0.102,,,,,,,,
49,0.3,0.75,2.0,f_variance,0.3,50.0,,,0.9865,0.907,0.006494266702253611,0.8942714710571842,0.093,,,,,,,,
49,0.3,0.75,2.0,f_variance,0.5,10.0,,,1.0,0.8495,0.007995303308818246,0.8338294933456354,0.078,,,,,,,,
49,0.3,0.75,2.0,welch_mean,0.1,,,,0.0615,,,,,,,,,,,,
49,0.3,0.75,2.0,welch_mean,0.2,,,,0.076,,,,,,,,,,,,
49,0.3,0.75,2.0,welch_mean,0.3,,,,0.094,,,,,,,,,,,,
49,0.3,0.75,2.0,welch_mean,0.5,,,,0.178,,,,,,,,,,,,
50,0.3,0.75,3.0,bf,0.1,,,,0.195,,,,,,,,,,,,
50,0.3,0.75,3.0,bf,0.2,,,,0.696,,,,,,,,,,,,
50,0.3,0.75,3.0,bf,0.3,50.0,50.0,50.0,0.973,0.839,0.008218241904446474,0.8228925417239934,0.0405,0.839,0.008218241904446474,0.8228925417239934,0.0405,0.839,0.008218241904446474,0.8228925417239934,0.0405
50,0.3,0.75,3.0,bf,0.5,25.0,25.0,25.0,1.0,0.981,0.0030527856131736483,0.9750166500984617,0.0455,0.981,0.0030527856131736483,0.9750166500984617,0.0455,0.981,0.0030527856131736483,0.9750166500984617,0.0455
50,0.3,0.75,3.0,bf_onesided,0.1,,,,0.285,,,,,,,,,,,,
50,0.3,0.75,3.0,bf_onesided,0.2,,,,0.7965,,,,,,,,,,,,
50,0.3,0.75,3.0,bf_onesided,0.3,50.0,50.0,50.0,0.985,0.9045,0.006571900410079265,0.8916193117846594,0.0385,0.9045,0.006571900410079265,0.8916193117846594,0.0385,0.9045,0.006571900410079265,0.8916193117846594,0.0385
50,0.3,0.75,3.0,bf_onesided,0.5,10.0,10.0,10.0,1.0,0.8035,0.008885036578427801,0.7860856481675983,0.0265,0.8035,0.008885036578427801,0.7860856481675983,0.0265,0.8035,0.008885036578427801,0.7860856481675983,0.0265
50,0.3,0.75,3.0,either_unadjusted,0.1,,,,0.3985,,,,,,,,,,,,
50,0.3,0.75,3.0,either_unadjusted,0.2,100.0,,,0.856,0.856,0.007850605072222142,0.8406130966802272,0.118,,,,,,,,
50,0.3,0.75,3.0,either_unadjusted,0.3,50.0,,,0.989,0.941,0.005268728499363013,0.9306734818154744,0.1075,,,,,,,,
50,0.3,0.75,3.0,either_unadjusted,0.5,10.0,,,1.0,0.8945,0.006869124762296869,0.8810367627543896,0.1115,,,,,,,,
50,0.3,0.75,3.0,f_variance,0.1,,,,0.3605,,,,,,,,,,,,
50,0.3,0.75,3.0,f_variance,0.2,100.0,,100.0,0.8405,0.8405,0.008187177474563502,0.8244534268882446,0.0725,,,,,0.8405,0.008187177474563502,0.8244534268882446,0.0725
50,0.3,0.75,3.0,f_variance,0.3,50.0,,50.0,0.9885,0.9355,0.005492711079239468,0.9247344840222895,0.0695,,,,,0.9355,0.005492711079239468,0.9247344840222895,0.0695
50,0.3,0.75,3.0,f_variance,0.5,10.0,10.0,10.0,1.0,0.8705,0.007507654427316162,0.8557852675980198,0.058,0.8705,0.007507654427316162,0.8557852675980198,0.058,0.8705,0.007507654427316162,0.8557852675980198,0.058
50,0.3,0.75,3.0,welch_mean,0.1,,,,0.0575,,,,,,,,,,,,
50,0.3,0.75,3.0,welch_mean,0.2,,,,0.068,,,,,,,,,,,,
50,0.3,0.75,3.0,welch_mean,0.3,,,,0.088,,,,,,,,,,,,
50,0.3,0.75,3.0,welch_mean,0.5,,,,0.134,,,,,,,,,,,,
51,0.3,2.0,1.0,bf,0.1,,,,0.193,,,,,,,,,,,,
51,0.3,2.0,1.0,bf,0.2,,,,0.6045,,,,,,,,,,,,
51,0.3,2.0,1.0,bf,0.3,100.0,100.0,100.0,0.9375,0.9375,0.005412658773652742,0.9268913836593565,0.0465,0.9375,0.005412658773652742,0.9268913836593565,0.0465,0.9375,0.005412658773652742,0.9268913836593565,0.0465
51,0.3,2.0,1.0,bf,0.5,25.0,25.0,25.0,1.0,0.956,0.004586065852122058,0.9470114760282115,0.048,0.956,0.004586065852122058,0.9470114760282115,0.048,0.956,0.004586065852122058,0.9470114760282115,0.048
51,0.3,2.0,1.0,bf_onesided,0.1,,,,0.2775,,,,,,,,,,,,
51,0.3,2.0,1.0,bf_onesided,0.2,,,,0.7045,,,,,,,,,,,,
51,0.3,2.0,1.0,bf_onesided,0.3,50.0,50.0,50.0,0.969,0.8205,0.008581367897951934,0.8036808278492585,0.0565,0.8205,0.008581367897951934,0.8036808278492585,0.0565,0.8205,0.008581367897951934,0.8036808278492585,0.0565
51,0.3,2.0,1.0,bf_onesided,0.5,25.0,25.0,25.0,1.0,0.9695,0.0038451105315712303,0.9619637217820995,0.051,0.9695,0.0038451105315712303,0.9619637217820995,0.051,0.9695,0.0038451105315712303,0.9619637217820995,0.051
51,0.3,2.0,1.0,either_unadjusted,0.1,,,,0.464,,,,,,,,,,,,
51,0.3,2.0,1.0,either_unadjusted,0.2,100.0,,,0.8275,0.8275,0.008448187675472178,0.8109418562908308,0.1785,,,,,,,,
51,0.3,2.0,1.0,either_unadjusted,0.3,50.0,,,0.984,0.908,0.006462816723379983,0.8953331118835773,0.1855,,,,,,,,
51,0.3,2.0,1.0,either_unadjusted,0.5,10.0,,,1.0,0.8675,0.007581020709640621,0.85264147232585,0.1525,,,,,,,,
51,0.3,2.0,1.0,f_variance,0.1,,,,0.412,,,,,,,,,,,,
51,0.3,2.0,1.0,f_variance,0.2,,,,0.768,,,,,,,,,,,,
51,0.3,2.0,1.0,f_variance,0.3,50.0,,,0.9695,0.859,0.007781998457979801,0.8437475631743041,0.137,,,,,,,,
51,0.3,2.0,1.0,f_variance,0.5,10.0,,,1.0,0.8045,0.008867912663079175,0.7871192104252207,0.0995,,,,,,,,
51,0.3,2.0,1.0,welch_mean,0.1,,,,0.0825,,,,,,,,,,,,
51,0.3,2.0,1.0,welch_mean,0.2,,,,0.2125,,,,,,,,,,,,
51,0.3,2.0,1.0,welch_mean,0.3,,,,0.344,,,,,,,,,,,,
51,0.3,2.0,1.0,welch_mean,0.5,,,,0.545,,,,,,,,,,,,
52,0.3,2.0,2.0,bf,0.1,,,,0.1995,,,,,,,,,,,,
52,0.3,2.0,2.0,bf,0.2,,,,0.6545,,,,,,,,,,,,
52,0.3,2.0,2.0,bf,0.3,50.0,50.0,50.0,0.961,0.81,0.008772114910328066,0.7928069705718939,0.051,0.81,0.008772114910328066,0.7928069705718939,0.051,0.81,0.008772114910328066,0.7928069705718939,0.051
52,0.3,2.0,2.0,bf,0.5,25.0,25.0,25.0,1.0,0.9715,0.003720735814324901,0.9642074917504125,0.0425,0.9715,0.003720735814324901,0.9642074917504125,0.0425,0.9715,0.003720735814324901,0.9642074917504125,0.0425
52,0.3,2.0,2.0,bf_onesided,0.1,,,,0.292,,,,,,,,,,,,
52,0.3,2.0,2.0,bf_onesided,0.2,,,,0.758,,,,,,,,,,,,
52,0.3,2.0,2.0,bf_onesided,0.3,50.0,50.0,50.0,0.979,0.871,0.007495298526409739,0.8563094847189838,0.05,0.871,0.007495298526409739,0.8563094847189838,0.05,0.871,0.007495298526409739,0.8563094847189838,0.05
52,0.3,2.0,2.0,bf_onesided,0.5,25.0,25.0,25.0,1.0,0.982,0.002972877394041,0.9761732673312659,0.039,0.982,0.002972877394041,0.9761732673312659,0.039,0.982,0.002972877394041,0.9761732673312659,0.039
52,0.3,2.0,2.0,either_unadjusted,0.1,,,,0.4415,,,,,,,,,,,,
52,0.3,2.0,2.0,either_unadjusted,0.2,100.0,,,0.844,0.844,0.00811369213120636,0.8280974555157522,0.152,,,,,,,,
52,0.3,2.0,2.0,either_unadjusted,0.3,50.0,,,0.989,0.9255,0.005871530890662162,0.9139920108294142,0.151,,,,,,,,
52,0.3,2.0,2.0,either_unadjusted,0.5,10.0,,,1.0,0.8875,0.007065541380531291,0.8736517932536483,0.124,,,,,,,,
52,0.3,2.0,2.0,f_variance,0.1,,,,0.396,,,,,,,,,,,,
52,0.3,2.0,2.0,f_variance,0.2,100.0,,,0.803,0.803,0.008893565089434044,0.7855689325930525,0.109,,,,,,,,
52,0.3,2.0,2.0,f_variance,0.3,50.0,,,0.9835,0.893,0.0069119823495145,0.8794527634263162,0.103,,,,,,,,
52,0.3,2.0,2.0,f_variance,0.5,10.0,,10.0,1.0,0.838,0.008238810593768981,0.8218522278333942,0.0745,,,,,0.838,0.008238810593768981,0.8218522278333942,0.0745
52,0.3,2.0,2.0,welch_mean,0.1,,,,0.076,,,,,,,,,,,,
52,0.3,2.0,2.0,welch_mean,0.2,,,,0.1755,,,,,,,,,,,,
52,0.3,2.0,2.0,welch_mean,0.3,,,,0.2985,,,,,,,,,,,,
52,0.3,2.0,2.0,welch_mean,0.5,,,,0.5155,,,,,,,,,,,,
53,0.3,2.0,3.0,bf,0.1,,,,0.235,,,,,,,,,,,,
53,0.3,2.0,3.0,bf,0.2,,,,0.7115,,,,,,,,,,,,
53,0.3,2.0,3.0,bf,0.3,50.0,50.0,50.0,0.971,0.8565,0.007839252196478946,0.8411353479079804,0.0465,0.8565,0.007839252196478946,0.8411353479079804,0.0465,0.8565,0.007839252196478946,0.8411353479079804,0.0465
53,0.3,2.0,3.0,bf,0.5,25.0,25.0,25.0,1.0,0.9795,0.0031685761786644775,0.9732897047585601,0.053,0.9795,0.0031685761786644775,0.9732897047585601,0.053,0.9795,0.0031685761786644775,0.9732897047585601,0.053
53,0.3,2.0,3.0,bf_onesided,0.1,,,,0.3285,,,,,,,,,,,,
53,0.3,2.0,3.0,bf_onesided,0.2,,,,0.799,,,,,,,,,,,,
53,0.3,2.0,3.0,bf_onesided,0.3,50.0,50.0,50.0,0.985,0.904,0.006587260432076448,0.8910892066945058,0.044,0.904,0.006587260432076448,0.8910892066945058,0.044,0.904,0.006587260432076448,0.8910892066945058,0.044
53,0.3,2.0,3.0,bf_onesided,0.5,10.0,10.0,10.0,1.0,0.817,0.008646126300257245,0.8000539037120425,0.0445,0.817,0.008646126300257245,0.8000539037120425,0.0445,0.817,0.008646126300257245,0.8000539037120425,0.0445
53,0.3,2.0,3.0,either_unadjusted,0.1,,,,0.4525,,,,,,,,,,,,
53,0.3,2.0,3.0,either_unadjusted,0.2,100.0,,,0.8645,0.8645,0.007653095778833555,0.8495002077849343,0.1345,,,,,,,,
53,0.3,2.0,3.0,either_unadjusted,0.3,25.0,,,0.993,0.803,0.008893565089434044,0.7855689325930525,0.1385,,,,,,,,
53,0.3,2.0,3.0,either_unadjusted,0.5,10.0,,,1.0,0.9105,0.006383171233799076,0.8979892141759183,0.122,,,,,,,,
53,0.3,2.0,3.0,f_variance,0.1,,,,0.404,,,,,,,,,,,,
53,0.3,2.0,3.0,f_variance,0.2,100.0,,,0.8355,0.8355,0.008289745170992895,0.81925239789568,0.0885,,,,,,,,
53,0.3,2.0,3.0,f_variance,0.3,50.0,,,0.99,0.9295,0.005724061058374553,0.918281046391784,0.081,,,,,,,,
53,0.3,2.0,3.0,f_variance,0.5,10.0,,10.0,1.0,0.874,0.007420377348895405,0.8594563275297495,0.0685,,,,,0.874,0.007420377348895405,0.8594563275297495,0.0685
53,0.3,2.0,3.0,welch_mean,0.1,,,,0.075,,,,,,,,,,,,
53,0.3,2.0,3.0,welch_mean,0.2,,,,0.1455,,,,,,,,,,,,
53,0.3,2.0,3.0,welch_mean,0.3,,,,0.241,,,,,,,,,,,,
53,0.3,2.0,3.0,welch_mean,0.5,,,,0.436,,,,,,,,,,,,
